Year_Birth,Education,Marital_Status,,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain
1958,2n Cycle,Together,,"26,490.00",0,0,9/22/12,92,25,45,47,21,20,52,2,3,0,1,5,6,0,0,0,0,0
1955,Graduation,Married,,"65,210.00",0,1,03-10-2014,25,28,626,0,0,7,70,2,9,0,3,8,6,0,1,0,1,0
1949,Master,Divorced,,"35,416.00",0,0,6/13/13,62,51,248,3,4,3,81,3,7,0,1,5,8,0,0,0,0,0
1986,Graduation,Divorced,,"41,411.00",0,0,12-07-2013,11,18,37,32,11,3,38,1,2,0,1,4,6,0,0,0,0,0
1982,Graduation,Married,,"37,040.00",0,0,08-08-2012,41,48,86,2,69,38,73,1,4,0,2,5,8,0,0,0,0,0
1956,Graduation,Married,,"90,369.00",0,0,4/28/14,2,17,292,51,224,23,981,1,4,0,6,6,1,0,0,0,0,0
1959,Graduation,Together,,"87,771.00",0,1,5/22/13,61,33,1492,38,50,57,287,1,5,0,10,4,6,1,1,1,1,0
1944,PhD,Divorced,,"55,614.00",0,0,11/27/13,85,26,504,13,8,0,131,1,9,0,4,6,7,0,1,0,0,0
1975,PhD,Married,,"80,427.00",0,1,09-12-2012,56,26,1149,71,69,71,449,1,11,0,8,8,5,0,0,0,0,0
1975,Master,Married,,"37,368.00",1,0,12/16/13,4,10,3,2,2,2,11,1,1,1,0,2,6,0,0,0,0,0
1957,Graduation,Together,,"26,091.00",1,1,2/25/14,84,20,15,10,8,17,19,3,2,0,1,3,5,0,0,0,0,0
1969,Basic,Together,,"22,390.00",0,0,10/21/13,49,5,0,1,15,1,4,1,1,0,0,2,7,0,0,0,0,0
1954,PhD,Single,,"90,933.00",0,0,3/31/14,90,79,1020,31,62,63,430,1,4,0,6,4,1,0,0,1,0,0
1980,Graduation,Together,,"69,508.00",1,0,11/14/12,48,43,824,32,42,32,162,2,11,0,4,11,6,0,0,0,0,0
1974,PhD,Married,,"37,087.00",1,0,08-11-2013,50,3,194,55,15,0,134,3,4,0,2,8,6,0,0,0,0,0
1985,2n Cycle,Married,,"23,148.00",0,0,2/18/14,83,10,4,6,6,3,8,1,2,0,0,3,7,0,0,0,0,0
1974,PhD,Divorced,,"25,509.00",1,0,9/18/12,15,11,40,3,10,7,30,3,3,0,0,3,9,0,0,0,0,0
1968,Graduation,Married,,"51,287.00",1,1,04-01-2014,10,30,117,0,13,0,22,3,4,0,1,3,7,0,0,0,0,0
1975,Graduation,Married,,"61,456.00",0,1,3/27/13,47,89,563,76,84,192,384,4,6,0,10,13,4,0,0,0,0,0
1980,2n Cycle,Single,,"31,859.00",1,0,2/27/14,3,11,3,4,15,8,7,1,1,0,0,3,7,0,0,0,0,0
1967,PhD,Married,,"36,947.00",1,1,08-07-2012,49,29,88,3,4,1,21,4,3,0,0,4,9,0,0,0,0,0
1970,2n Cycle,Divorced,,"25,959.00",1,1,2/14/13,1,26,4,2,7,5,12,2,1,0,2,2,6,0,0,0,0,0
1971,PhD,Married,,"78,931.00",0,0,10/25/13,19,35,331,197,58,152,170,1,2,0,8,13,1,0,0,0,0,0
1981,Master,Married,,"36,959.00",1,0,10-02-2013,56,0,25,6,6,0,25,2,2,0,0,3,8,0,0,0,0,0
1951,2n Cycle,Married,,"78,497.00",0,0,12-01-2013,44,223,207,26,75,0,447,1,5,0,7,12,2,0,0,0,1,0
1959,Graduation,Together,,"38,285.00",2,1,6/24/14,96,1,2,0,2,0,5,1,0,0,0,3,2,0,0,0,0,0
1978,Graduation,Together,,"42,554.00",1,1,01-12-2013,93,0,29,1,0,0,11,2,2,0,0,3,4,0,0,0,0,0
1962,Graduation,Married,,"65,316.00",1,1,4/24/13,65,38,112,6,3,9,92,2,3,0,2,5,4,0,0,0,0,0
1961,Graduation,Married,,"60,544.00",1,1,8/25/12,92,35,201,2,3,5,43,4,5,0,1,5,6,0,0,0,0,0
1984,2n Cycle,Together,,"32,414.00",0,0,07-04-2013,11,12,20,6,0,9,5,1,1,1,0,3,7,0,0,0,0,0
1966,Master,Divorced,,"29,435.00",1,1,08-06-2012,11,64,70,3,4,2,37,4,3,0,2,2,9,0,0,0,0,0
1965,PhD,Together,,"32,727.00",0,0,8/28/12,38,70,167,13,86,13,180,2,7,0,3,5,8,0,0,0,0,0
1961,Basic,Married,,"28,249.00",0,0,6/15/14,80,10,1,9,2,14,7,1,2,0,0,3,6,0,0,0,0,0
1975,2n Cycle,Married,,"22,212.00",1,0,12-09-2013,49,21,5,9,6,8,20,2,2,0,0,4,6,0,0,0,0,0
1967,Graduation,Divorced,,"76,982.00",0,0,2/15/14,19,30,464,151,65,60,292,1,8,0,3,4,4,0,0,1,0,0
1969,PhD,Married,,"51,039.00",1,1,12-10-2012,11,109,100,64,65,0,79,2,6,0,2,4,7,0,0,0,0,0
1958,Graduation,Married,,"51,876.00",0,0,10/15/13,88,6,99,27,28,48,102,1,2,0,2,8,1,0,0,0,0,0
1975,Graduation,Together,,"22,280.00",1,0,5/19/13,85,2,2,1,3,1,4,1,1,0,0,2,8,0,0,0,0,0
1972,Master,Married,,"37,787.00",1,0,9/20/13,50,18,40,1,4,3,40,1,3,0,0,3,8,0,0,0,0,0
1980,PhD,Married,,"30,732.00",1,0,01-05-2013,44,3,155,1,0,1,25,4,4,0,1,4,8,0,0,0,0,0
1971,PhD,Together,,"49,269.00",1,0,8/15/12,92,58,639,8,11,8,166,3,7,0,3,12,7,0,0,0,0,0
1987,Master,Single,,"73,454.00",0,0,03-01-2014,95,175,982,73,56,14,351,1,2,1,4,6,5,0,0,0,0,0
1970,Master,Single,,"44,802.00",0,0,8/21/12,71,20,853,10,13,10,143,2,9,0,4,12,8,0,0,0,0,0
1958,Graduation,Married,,"81,320.00",0,0,02-06-2013,61,57,183,33,59,103,493,1,4,0,3,10,2,0,0,0,0,0
1973,Graduation,Single,,"7,500.00",1,0,12/26/13,54,20,5,3,12,7,10,4,3,0,1,3,7,0,0,0,0,0
1975,Master,Single,,"46,098.00",1,1,8/18/12,86,36,57,0,0,0,27,4,3,0,2,2,8,0,0,0,0,0
1961,PhD,Together,,"66,426.00",0,1,10-02-2013,14,157,1043,24,32,24,97,2,3,0,5,10,6,0,0,0,0,0
1952,Graduation,Single,,"62,307.00",0,1,2/17/14,94,10,87,13,10,6,34,1,4,0,0,4,5,0,0,0,0,0
1965,Master,Married,,"56,962.00",2,1,10-11-2013,60,26,292,3,10,3,77,7,6,0,3,5,7,0,0,0,0,0
1959,PhD,Married,,"33,762.00",2,1,07-07-2013,61,16,53,1,2,0,34,3,2,0,2,2,8,0,0,0,0,0
1946,Graduation,Married,,"78,569.00",0,0,2/19/14,14,95,558,79,207,175,622,1,4,0,6,4,1,0,0,1,0,0
1972,2n Cycle,Married,,"24,884.00",1,0,11/29/12,32,3,3,6,0,0,7,1,0,0,0,3,7,0,0,0,0,0
1987,Graduation,Together,,"18,227.00",1,0,11-08-2012,21,11,1,2,4,3,7,1,0,0,1,2,8,0,0,0,0,0
1947,PhD,Together,,"73,059.00",0,1,8/31/13,36,71,410,112,0,82,420,1,9,0,3,13,4,0,0,0,0,0
1970,Graduation,Single,,"24,206.00",1,0,03-08-2013,66,3,7,2,3,2,8,1,1,0,0,3,6,0,0,0,0,0
1971,Graduation,Single,,"55,239.00",0,1,7/14/13,59,106,371,17,23,24,238,3,7,0,5,11,5,0,0,0,0,0
1982,PhD,Married,,"1,60,803.00",0,0,08-04-2012,21,4,55,16,17,3,1622,15,0,0,28,1,0,0,0,0,0,0
1973,Graduation,Married,,"92,955.00",0,0,8/19/13,35,84,693,21,31,24,925,1,6,0,7,9,2,0,0,1,1,0
1971,Master,Together,,"1,57,733.00",1,0,06-04-2013,37,8,39,1,2,0,9,0,1,0,0,1,1,0,0,0,0,0
1977,2n Cycle,Together,,"25,315.00",1,0,11-07-2013,46,22,1,9,11,3,8,3,3,0,0,3,8,0,0,0,0,0
1956,Master,Together,,"28,839.00",1,1,03-11-2014,86,1,24,0,0,0,7,2,2,0,0,3,5,0,0,0,0,0
1971,PhD,Married,,"46,463.00",1,1,8/18/13,56,11,163,2,8,11,40,7,3,0,1,6,6,0,0,0,0,0
1972,Master,Married,,"76,234.00",0,1,02-06-2014,21,41,519,50,130,0,167,1,8,0,3,11,3,0,1,0,0,0
1964,2n Cycle,Divorced,,"41,713.00",1,1,4/29/14,57,25,77,8,10,10,44,5,3,0,1,4,6,0,0,0,0,0
1959,Graduation,Together,,"71,706.00",0,1,11/13/12,16,14,931,56,91,98,253,4,9,0,5,7,5,0,0,0,0,0
1974,PhD,Single,,"63,159.00",0,0,11-05-2012,74,37,965,34,89,86,586,1,3,1,5,8,3,0,0,0,0,0
1945,PhD,Married,,"65,846.00",0,0,5/17/13,68,81,562,81,80,40,276,1,6,0,3,6,4,0,0,0,0,0
1958,Graduation,Together,,"53,977.00",0,1,06-08-2013,21,82,620,16,0,24,165,5,5,0,5,12,5,0,0,0,0,0
1964,Graduation,Single,,"18,701.00",1,1,06-04-2013,95,10,12,4,10,6,2,4,2,0,0,4,5,0,0,0,0,0
1958,Graduation,Married,,"48,192.00",0,0,04-06-2013,76,29,1039,43,153,58,204,3,2,0,8,12,8,1,1,0,1,0
1952,Graduation,Single,,"53,700.00",0,1,8/17/12,94,83,263,5,69,41,233,4,5,0,5,8,5,0,0,0,0,0
1974,PhD,Married,,"61,917.00",1,1,11/20/13,83,1,46,4,2,2,36,1,2,0,0,4,5,0,0,0,0,0
1983,PhD,Married,,"92,491.00",0,0,05-01-2013,71,22,979,44,29,25,935,1,7,0,5,12,3,0,1,1,1,0
1972,PhD,Married,,"29,791.00",1,0,5/15/14,21,0,14,0,0,0,6,2,2,0,0,3,5,0,0,0,0,0
1981,PhD,Married,,"87,171.00",0,0,05-01-2013,27,44,1001,44,58,44,107,1,6,1,7,11,2,0,0,1,0,0
1971,Graduation,Married,,"35,788.00",1,1,1/23/14,34,4,23,2,3,1,11,2,2,0,0,3,6,0,0,0,0,0
1957,Graduation,Single,,"58,138.00",0,0,09-04-2012,58,88,635,88,172,88,546,3,8,0,10,4,7,0,0,0,0,0
1958,PhD,Together,,"65,488.00",0,0,6/13/14,46,54,603,45,36,18,207,1,3,0,4,6,1,0,0,0,0,0
1975,Graduation,Widow,,"58,330.00",0,1,12/25/13,87,151,445,53,104,98,213,1,6,0,4,13,4,0,0,0,0,0
1978,Master,Married,,"43,783.00",1,0,5/29/14,22,139,327,9,25,4,125,6,7,1,1,8,7,0,0,0,0,0
1980,Graduation,Married,,"41,850.00",1,1,12/24/12,51,4,53,5,2,13,19,3,3,0,0,3,8,0,0,0,0,0
1983,Graduation,Married,,"39,922.00",1,0,2/14/13,30,36,29,12,19,1,59,2,3,0,0,4,8,0,0,0,0,0
1987,Master,Single,,"41,020.00",0,0,10/28/13,68,36,112,1,7,7,54,1,3,0,2,4,3,0,0,0,0,0
1964,PhD,Married,,"41,551.00",1,1,8/14/13,51,23,220,0,3,0,33,5,5,0,1,5,8,0,0,0,0,0
1970,Master,Divorced,,"55,282.00",1,0,12/13/13,9,19,125,6,8,4,73,1,3,0,1,6,4,0,0,0,0,0
1973,Basic,Together,,"9,722.00",1,0,10-02-2012,7,42,6,17,6,16,16,4,3,0,1,3,8,0,0,0,0,0
1949,Graduation,Divorced,,"49,160.00",0,1,10/20/13,29,15,122,21,25,10,43,2,3,0,1,6,6,0,0,0,0,0
1972,Graduation,Married,,"80,134.00",1,0,5/20/13,40,80,1218,16,104,0,272,2,5,0,3,6,6,0,1,1,1,0
1991,Graduation,Single,,"49,767.00",0,0,05-02-2013,92,149,202,47,55,42,197,1,5,0,4,8,4,0,0,0,0,0
1974,PhD,Together,,"30,351.00",1,0,06-06-2013,19,2,14,0,3,3,24,1,3,0,0,2,9,0,0,0,0,0
1955,Graduation,Single,,"57,959.00",0,1,05-02-2013,71,33,430,16,43,24,322,5,4,0,7,11,3,0,0,0,0,0
1983,Graduation,Single,,"1,01,970.00",0,0,03-12-2013,69,168,722,27,44,72,102,0,6,0,8,13,2,0,1,1,1,0
1988,2n Cycle,Together,,"45,204.00",1,0,04-11-2014,93,18,30,11,29,1,25,1,1,0,1,4,3,0,0,0,0,0
1972,Master,Married,,"75,251.00",0,0,8/27/12,34,18,721,111,97,18,925,1,7,0,6,5,5,0,0,0,0,0
1964,PhD,Married,,"45,759.00",1,1,2/23/13,13,4,42,1,3,0,18,2,2,0,0,3,7,0,0,0,0,0
1984,PhD,Married,,"70,643.00",0,0,10/15/12,66,33,1218,107,23,143,304,1,5,0,8,4,6,0,0,0,0,0
1954,PhD,Married,,"72,550.00",1,1,11-08-2012,39,38,826,50,50,38,317,9,5,0,2,12,8,0,0,0,0,0
1969,PhD,Single,,"66,582.00",0,0,03-03-2014,83,0,789,25,16,38,420,1,2,0,8,9,1,0,0,0,0,0
1967,Graduation,Together,,"32,474.00",1,1,05-11-2014,0,0,10,0,0,0,1,1,1,0,0,2,7,0,0,0,0,0
1979,Graduation,Married,,"17,688.00",1,0,1/13/13,82,2,2,2,3,1,1,1,1,0,0,2,8,0,0,0,0,1
1971,Graduation,Together,,"69,930.00",0,0,5/26/13,21,196,252,98,219,70,827,1,4,0,5,12,3,0,0,0,0,0
1987,Graduation,Single,,"23,442.00",1,0,12/24/12,71,5,2,0,8,6,6,1,1,0,0,3,7,0,0,0,0,0
1957,Master,Together,,"68,148.00",0,0,8/31/13,86,85,389,66,37,57,408,1,4,0,4,6,2,0,0,0,0,0
1946,Master,Married,,"66,835.00",0,0,9/28/13,21,141,620,26,34,17,195,1,6,0,4,13,2,0,0,0,0,0
1958,Graduation,Together,,"53,977.00",0,1,06-08-2013,21,82,620,16,0,24,165,5,5,0,5,12,5,0,0,0,0,0
1974,PhD,Married,,"65,352.00",0,1,8/21/13,43,23,284,3,4,7,84,2,4,0,2,8,4,0,0,0,0,0
1975,Graduation,Single,,"73,170.00",0,0,5/31/14,1,32,184,174,50,30,256,1,5,0,4,6,2,0,0,0,0,0
1951,Graduation,Single,,"80,872.00",0,0,05-12-2014,60,108,483,72,94,12,567,1,4,0,4,10,1,0,0,0,0,0
1974,Graduation,Single,,"42,373.00",1,1,8/15/13,83,19,67,5,3,8,61,5,2,0,1,5,5,0,0,0,0,0
1952,Master,Single,,"8,820.00",1,1,3/22/13,52,4,12,0,4,2,13,4,3,0,0,3,8,0,0,0,0,0
1959,PhD,Married,,"75,032.00",0,1,4/28/13,74,12,952,12,47,12,180,2,5,0,4,9,3,0,0,0,0,0
1966,Graduation,Married,,"54,198.00",1,1,12/17/13,13,17,185,0,3,2,28,6,3,0,1,6,4,0,0,0,0,0
1974,Graduation,Together,,"56,715.00",0,0,12-05-2012,52,9,258,105,237,172,239,1,7,0,3,4,4,0,0,0,0,0
1970,Graduation,Widow,,"31,880.00",1,0,10/31/12,13,3,4,1,2,0,5,1,1,0,0,2,8,0,0,0,0,0
1973,2n Cycle,Married,,"35,688.00",2,1,8/22/12,94,32,73,3,12,1,90,7,4,0,1,4,8,0,0,0,0,0
1984,Graduation,Together,,"37,235.00",1,0,02-01-2014,68,20,20,2,4,6,9,1,1,0,1,2,4,0,0,0,0,0
1978,Graduation,Married,,"38,136.00",1,0,4/22/13,69,33,8,15,0,20,27,2,3,1,1,2,8,0,0,0,0,0
1982,Graduation,Married,,"63,211.00",0,0,11-02-2012,3,145,145,193,205,26,459,2,3,0,8,7,2,0,0,0,0,0
1967,Master,Married,,"37,054.00",1,1,9/15/13,89,5,12,1,0,1,6,2,1,0,0,3,7,0,0,0,0,0
1988,2n Cycle,Married,,"23,331.00",1,0,09-04-2012,92,45,5,36,0,10,7,2,3,0,0,3,8,0,0,0,0,0
1954,Master,Widow,,"44,551.00",0,1,8/31/13,24,66,182,4,0,0,33,2,4,0,1,5,7,0,0,0,0,0
1993,Graduation,Single,,"70,515.00",0,0,10/21/13,12,140,420,0,182,64,452,1,6,0,6,4,2,0,0,0,0,0
1980,Graduation,Together,,"62,994.00",1,0,03-04-2014,74,12,224,12,4,12,48,1,6,0,2,4,6,0,0,0,0,0
1949,Graduation,Together,,"69,372.00",0,0,2/19/13,10,42,997,26,34,13,269,1,10,0,4,6,4,0,1,1,0,0
1965,Graduation,Married,,"44,300.00",1,1,6/23/13,65,3,30,0,0,0,9,2,1,0,0,3,6,0,0,0,0,0
1959,Graduation,Divorced,,"23,295.00",0,0,7/13/13,72,5,0,0,2,12,1,1,1,0,0,2,8,0,0,0,0,0
1954,Graduation,Divorced,,"70,044.00",0,1,2/18/13,46,14,1073,0,153,14,250,4,7,0,10,5,5,0,0,0,0,0
1984,Graduation,Married,,"40,059.00",1,0,9/28/13,82,145,110,29,28,10,92,1,6,1,2,3,8,0,0,0,0,0
1976,Master,Married,,"49,681.00",0,2,11-04-2013,66,21,411,0,0,0,26,6,7,0,1,7,7,0,0,0,0,0
1977,2n Cycle,Married,,"31,056.00",1,0,1/22/13,99,16,5,10,3,8,13,1,1,0,0,3,8,0,0,0,0,0
1977,2n Cycle,Single,,"31,878.00",0,1,6/22/14,7,23,23,4,10,5,5,1,1,0,0,4,3,0,0,0,0,0
1966,Basic,Together,,"22,634.00",0,0,1/16/13,47,46,2,23,8,6,11,1,2,0,1,2,8,0,0,0,0,0
1989,PhD,Together,,"77,845.00",0,0,5/16/14,40,26,760,40,0,40,480,1,3,0,5,12,1,0,0,1,1,0
1990,Graduation,Married,,"18,929.00",0,0,2/16/13,15,18,32,0,23,4,8,1,1,0,0,4,6,0,0,0,0,0
1957,Graduation,Married,,"52,852.00",0,1,12-01-2012,93,47,714,8,11,0,99,4,10,1,7,5,8,0,0,0,0,0
1959,Graduation,Married,,"18,690.00",0,0,12/28/12,77,19,6,1,23,4,7,1,1,0,1,2,8,0,0,0,0,0
1951,Graduation,Single,,"72,282.00",0,0,7/19/13,70,153,503,27,90,139,419,1,5,0,7,9,7,0,0,0,0,0
1977,Master,Married,,"78,710.00",0,1,5/23/14,42,50,721,0,119,50,152,3,7,0,6,12,4,0,0,0,0,0
1979,Graduation,Single,,"60,474.00",0,1,04-01-2013,25,170,265,199,234,9,303,7,10,0,2,12,7,0,0,0,0,0
1979,2n Cycle,Divorced,,"13,533.00",1,0,03-10-2013,45,17,12,3,8,0,8,2,2,0,0,3,7,0,0,0,0,0
1971,PhD,Married,,"42,403.00",1,0,12-11-2013,18,3,22,1,0,5,11,1,1,0,0,3,8,0,0,0,0,0
1977,Graduation,Single,,"85,072.00",0,0,04-09-2014,94,241,494,92,194,11,391,1,3,0,4,10,0,0,0,0,0,0
1985,Graduation,Single,,"66,503.00",1,0,8/14/12,30,50,91,64,65,3,128,2,4,0,3,6,3,0,0,0,0,0
1958,PhD,Together,,"77,863.00",0,0,11/27/13,20,12,881,38,16,25,319,1,4,0,5,10,2,0,0,0,0,0
1976,Graduation,Together,,"50,200.00",1,1,04-03-2013,70,64,266,6,8,6,51,6,7,0,1,5,8,0,0,0,0,0
1955,2n Cycle,Married,,"72,635.00",0,0,06-03-2013,54,107,390,22,104,35,323,1,6,0,8,6,3,0,0,0,1,0
1980,Graduation,Together,,"44,964.00",1,1,12/16/12,35,2,19,1,2,0,17,1,1,0,0,3,8,0,0,0,0,0
1979,Graduation,Single,,"60,152.00",0,1,3/28/13,6,91,325,83,86,58,300,1,6,0,4,12,3,0,0,0,0,0
1992,Basic,Married,,"17,256.00",1,0,11/23/13,10,22,6,4,8,8,14,2,2,1,1,2,8,0,0,0,0,0
1975,Master,Single,,"31,160.00",1,0,9/16/13,59,13,16,3,6,1,25,2,2,0,0,3,8,0,0,0,0,0
1960,Graduation,Together,,"13,672.00",1,1,4/17/13,86,5,6,2,2,1,9,2,1,0,0,3,8,0,0,0,0,0
1976,PhD,Together,,"1,62,397.00",1,1,06-03-2013,31,2,85,1,2,1,16,0,0,0,0,1,1,0,0,0,0,0
1958,2n Cycle,Together,,"53,083.00",1,1,5/15/13,65,13,215,7,3,0,33,6,5,0,1,5,7,0,1,0,0,0
1981,Graduation,Single,,"91,065.00",0,0,2/22/13,33,114,822,114,179,137,108,1,7,0,9,9,3,0,0,1,1,0
1967,Graduation,Single,,"79,146.00",1,1,4/24/14,33,16,245,16,21,43,223,2,8,0,1,8,6,0,0,0,0,0
1946,PhD,Single,,"62,159.00",0,0,4/28/14,68,29,182,17,77,70,259,1,6,0,2,10,4,0,0,0,0,0
1960,Graduation,Married,,"67,716.00",0,1,01-10-2013,8,56,530,142,62,9,217,4,7,0,4,13,5,0,1,0,0,0
1986,2n Cycle,Single,,"80,910.00",0,0,10/31/12,71,41,160,80,67,39,369,1,3,0,3,8,1,0,0,0,0,0
1978,Graduation,Married,,"44,359.00",1,1,6/17/14,19,1,20,0,7,3,14,3,2,0,0,4,3,0,0,0,0,0
1958,Graduation,Together,,"46,610.00",0,0,7/18/13,4,125,288,10,4,10,30,1,6,0,1,6,6,0,0,0,0,0
1978,Graduation,Divorced,,"71,847.00",0,0,9/21/12,95,210,737,21,55,63,106,0,6,0,7,9,3,0,0,0,1,0
1969,Graduation,Married,,"52,413.00",0,2,02-02-2013,56,65,295,106,75,98,271,4,6,0,4,12,6,0,0,0,0,0
1975,Graduation,Together,,"60,934.00",0,1,1/17/14,41,54,224,155,192,93,155,2,6,0,4,11,4,0,0,0,0,0
1970,Graduation,Married,,"22,979.00",1,0,09-06-2012,29,22,16,17,20,21,19,3,3,0,2,2,8,0,0,0,0,0
1987,Master,Married,,"73,395.00",0,0,3/18/14,94,11,272,7,20,7,80,1,4,0,4,6,2,0,0,0,0,0
1972,PhD,Single,,"38,578.00",1,1,6/22/13,2,3,38,4,3,3,22,3,3,0,0,3,8,0,0,0,0,0
1971,2n Cycle,Married,,"54,690.00",1,1,11-07-2013,76,18,111,16,7,9,37,3,3,0,1,5,3,0,0,0,0,0
1968,Graduation,Married,,"19,514.00",1,1,1/26/14,47,28,14,3,2,1,21,4,3,1,1,2,8,0,0,0,0,0
1992,Basic,Single,,"15,253.00",1,0,10/28/13,13,13,1,3,8,1,3,2,1,0,0,3,7,0,0,0,0,0
1955,Graduation,Single,,"72,906.00",0,0,9/17/13,79,54,400,32,71,75,519,1,3,0,4,9,1,0,0,0,0,0
1989,Master,Divorced,,"10,979.00",0,0,5/22/14,34,4,8,4,2,2,10,2,3,0,0,3,5,0,0,0,0,0
1954,Graduation,Married,,"50,501.00",1,1,6/18/13,10,152,297,0,13,0,38,7,5,1,4,4,6,0,0,0,0,0
1973,PhD,Divorced,,"35,860.00",1,1,5/19/14,37,20,15,0,4,2,8,2,1,1,1,2,5,0,0,0,0,0
1953,Graduation,Together,,"41,452.00",1,1,03-06-2013,86,0,13,0,0,0,3,1,1,0,0,2,7,0,0,0,0,0
1981,2n Cycle,Married,,"35,523.00",1,0,10-03-2013,8,11,11,5,12,5,22,2,3,0,0,3,7,0,0,0,0,0
1966,PhD,Together,,"30,843.00",1,1,5/26/14,43,9,24,0,0,0,2,2,1,1,1,2,5,0,0,0,0,0
1973,Graduation,Single,,"83,917.00",0,0,4/18/13,12,79,514,22,42,198,732,1,6,0,7,7,3,0,0,0,0,0
1970,Graduation,Single,,"33,697.00",1,0,9/15/13,34,11,4,3,0,3,7,1,1,1,0,2,7,0,0,0,0,0
1974,Master,Married,,"58,494.00",0,1,12-12-2013,56,19,298,7,4,0,68,2,6,0,2,6,6,0,0,0,0,0
1977,Graduation,Single,,"37,774.00",2,0,09-03-2012,28,176,173,8,7,2,107,4,7,1,2,3,9,0,0,0,0,1
1988,Graduation,Together,,"41,883.00",1,0,3/19/13,13,116,32,34,73,16,41,3,4,0,2,3,7,0,0,0,0,0
1950,PhD,Widow,,"56,551.00",1,1,05-07-2014,48,16,67,4,17,2,32,3,2,0,1,4,4,0,0,0,0,0
1949,Master,Together,,"49,912.00",0,1,09-07-2012,5,42,520,8,32,49,223,4,10,1,5,7,8,0,0,0,0,0
1993,Graduation,Absurd,,"79,244.00",0,0,12/19/12,58,245,471,102,212,61,125,1,4,0,10,7,1,0,0,1,1,0
1960,2n Cycle,Married,,"82,504.00",0,0,7/27/13,2,54,362,50,134,35,431,1,3,0,6,7,1,0,0,0,0,0
1976,Graduation,Married,,"65,991.00",0,1,09-07-2012,21,9,507,19,25,47,364,3,9,0,5,10,7,0,0,0,0,0
1976,Graduation,Married,,"7,500.00",1,0,08-01-2012,19,32,7,0,13,7,12,5,4,1,1,2,9,0,0,0,0,0
1947,Graduation,Together,,"74,485.00",0,0,8/24/13,58,49,499,149,173,49,815,1,6,0,7,12,3,0,0,0,0,0
1975,Graduation,Married,,"46,149.00",0,1,11/29/13,36,27,254,6,4,0,71,5,5,0,1,7,5,0,0,0,0,0
1956,Master,Together,,"54,603.00",1,1,07-09-2013,85,4,145,13,17,2,46,6,4,0,2,4,7,0,0,0,0,0
1981,2n Cycle,Together,,"19,414.00",1,0,10/16/13,32,7,2,3,3,5,12,1,1,0,0,3,8,0,0,0,0,0
1972,Graduation,Married,,"65,685.00",0,1,3/29/14,54,57,642,14,0,7,49,1,9,0,2,9,5,0,0,0,0,0
1991,Graduation,Single,,"86,037.00",0,0,01-02-2013,95,22,490,44,29,20,125,1,6,0,7,11,3,0,1,1,0,0
1976,Graduation,Divorced,,"12,571.00",1,0,1/18/14,86,17,3,5,2,12,14,4,3,0,1,3,6,0,0,0,0,0
1983,PhD,Married,,"86,580.00",0,0,2/27/13,72,20,532,21,26,20,127,0,4,0,2,5,1,0,0,1,0,0
1975,2n Cycle,Married,,"37,284.00",1,1,3/29/13,46,6,11,1,2,1,2,1,0,0,0,3,6,0,0,0,0,0
1994,Graduation,Together,,"80,134.00",0,0,2/14/14,11,26,966,26,52,26,282,1,2,0,7,11,5,1,1,1,1,0
1973,Graduation,Married,,"26,228.00",1,0,9/22/13,50,9,2,6,3,1,4,1,1,0,0,2,8,0,0,0,0,0
1987,Basic,Single,,"15,038.00",1,0,1/29/13,93,26,4,8,19,12,11,2,2,0,1,2,9,0,0,0,0,0
1971,Graduation,Single,,"31,632.00",0,0,7/14/13,92,32,17,8,11,15,12,1,2,0,1,2,7,0,0,0,0,0
1972,PhD,Together,,,1,0,03-02-2014,17,3,25,1,0,0,13,1,1,0,0,3,7,0,0,0,0,0
1990,Graduation,Single,,"34,412.00",1,0,2/13/13,62,55,52,12,4,36,50,3,5,0,0,3,9,0,0,0,0,0
1965,PhD,Married,,"57,236.00",1,1,03-12-2014,22,4,105,0,2,1,9,3,2,0,1,4,3,0,0,0,0,0
1965,Graduation,Together,,"33,456.00",1,1,4/21/14,58,7,7,3,8,1,10,2,1,0,0,3,7,0,0,0,0,0
1972,Graduation,Divorced,,"26,759.00",1,0,02-07-2014,65,2,25,3,8,5,16,2,2,0,1,3,6,0,0,0,0,0
1956,PhD,Together,,"76,542.00",0,0,3/30/13,91,14,794,73,0,29,573,1,4,0,8,10,2,0,0,0,0,0
1978,Basic,Together,,"24,882.00",1,0,09-09-2012,52,36,1,4,29,0,10,1,1,1,1,2,6,0,0,0,0,0
1969,Graduation,Divorced,,"69,901.00",0,1,5/29/13,95,149,312,21,102,92,206,3,7,0,3,10,5,0,0,0,0,0
1957,Master,Together,,"65,487.00",0,0,01-10-2014,48,163,240,67,199,0,500,3,3,0,5,6,2,0,0,0,0,0
1946,Graduation,Together,,"37,760.00",0,0,8/31/12,20,28,84,5,150,12,38,2,4,0,1,6,7,0,0,0,0,0
1956,Master,Married,,"52,973.00",0,1,11-08-2012,92,199,856,0,12,9,76,7,9,0,6,9,8,0,0,0,0,0
