Year_Birth,Income,Kidhome,Teenhome,Recency,MntGoldProds,MntWines,MntFruits,MntFishProducts,MntSweetProducts,MntMeatProducts,NumDealsPurchases,NumWebPurchases,AcceptedCmp3,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,D_Customer,M_Customer,Y_Customer,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,target
1940,51141,0,0,96,6,144,0,0,0,7,1,3,0,1,4,5,0,0,0,0,0,8,7,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1949,80360,0,0,56,43,1493,86,112,43,454,2,4,0,4,5,2,0,1,1,1,0,3,3,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1980,47850,1,0,72,10,42,7,20,12,43,1,3,0,0,4,6,0,0,0,0,0,3,12,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,51148,1,1,38,12,235,6,8,9,45,4,5,0,1,6,6,0,0,0,0,0,18,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1967,52569,0,1,54,7,85,0,0,0,3,1,2,0,0,4,3,0,0,0,0,0,5,4,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1973,71128,1,0,80,31,958,159,20,0,447,3,2,0,10,12,7,0,0,0,0,0,6,10,2012,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1978,71427,2,0,26,23,212,123,15,64,177,2,8,0,2,8,4,0,0,0,0,0,12,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1954,93404,1,2,97,15,1279,15,20,0,287,3,3,0,4,7,5,0,1,1,0,0,7,5,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1974,65463,1,0,17,16,391,32,21,32,70,2,6,0,2,9,5,0,1,0,0,0,30,1,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1970,74854,1,2,90,73,856,59,58,29,487,7,2,0,5,5,5,0,0,0,0,0,8,4,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1979,72063,0,1,3,90,180,32,76,32,348,2,5,0,2,12,2,0,0,0,0,0,3,7,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1972,38808,1,0,21,30,125,17,3,19,52,4,5,1,1,4,8,0,0,0,0,0,26,8,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1989,38360,1,0,26,10,36,2,20,21,42,2,2,0,1,4,3,0,0,0,0,0,31,5,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1983,39922,1,0,30,36,29,12,19,1,59,2,3,0,0,4,8,0,0,0,0,0,14,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,82623,0,0,58,173,204,34,172,153,204,1,2,0,9,4,1,0,0,0,0,0,10,11,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1968,19514,1,1,47,28,14,3,2,1,21,4,3,1,1,2,8,0,0,0,0,0,26,1,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1957,37633,1,1,49,1,13,4,0,0,20,2,1,0,0,3,9,0,0,0,0,0,20,9,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1987,81361,0,0,18,76,163,23,27,65,424,1,3,0,10,13,1,0,0,0,0,0,25,2,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1959,61180,0,1,70,218,403,24,6,24,29,2,5,1,5,6,3,0,0,0,0,0,23,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1976,31615,1,0,82,9,2,3,6,11,20,2,2,0,0,3,7,0,0,0,0,0,16,3,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1963,38620,0,0,56,89,112,17,34,22,44,1,2,0,5,3,3,0,0,0,0,0,11,5,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1966,43482,2,1,83,28,18,1,6,3,32,3,2,0,0,4,6,0,0,0,0,0,13,11,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1960,28520,1,1,55,20,11,0,0,2,10,1,1,0,1,2,6,0,0,0,0,0,14,6,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1975,37284,1,1,46,6,11,1,2,1,2,1,0,0,0,3,6,0,0,0,0,0,29,3,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1961,63342,0,1,48,21,918,21,13,10,118,3,8,0,3,5,6,0,1,0,0,0,16,10,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1973,57906,0,1,29,15,243,11,10,3,119,3,4,0,2,8,4,0,0,0,0,0,11,6,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1992,7500,1,0,63,40,10,17,8,26,18,4,3,0,2,2,9,0,0,0,0,0,3,12,2012,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1955,79800,0,0,65,224,1060,21,32,0,530,1,5,1,11,5,3,0,0,1,1,0,23,9,2012,False,False,True,False,False,False,False,False,False,False,False,True,False,1
1975,52614,0,1,63,38,789,0,12,9,142,2,2,0,4,8,8,0,0,0,0,0,1,12,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1966,33585,0,1,91,29,30,11,13,6,33,1,2,0,0,4,4,0,0,0,0,0,25,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1969,58086,0,1,80,15,708,7,0,0,62,2,11,0,3,7,8,0,0,0,0,0,20,1,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1984,23976,1,0,68,25,14,1,2,3,21,3,3,0,1,3,7,0,0,0,0,0,27,12,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1974,49669,1,0,97,29,166,5,11,8,107,2,5,0,1,6,6,0,0,0,0,0,24,5,2014,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1953,84953,0,0,73,72,167,48,63,72,602,1,3,0,10,4,2,0,1,1,1,0,3,6,2013,False,False,False,True,False,False,False,False,False,False,False,True,False,1
1969,65176,0,1,57,70,960,28,220,70,183,4,9,0,6,6,6,0,0,0,0,0,29,10,2012,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1955,62972,0,1,39,192,313,15,20,0,47,2,7,0,4,3,6,0,0,0,0,0,3,8,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,1
1977,40246,1,0,68,1,2,1,2,1,6,1,1,0,0,2,6,0,0,0,0,0,19,12,2012,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1975,34176,0,1,9,2,11,2,4,2,7,1,1,0,0,3,3,0,0,0,0,0,22,1,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1975,36627,2,0,78,1,9,1,0,0,5,1,0,0,0,3,5,0,0,0,0,0,23,7,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1977,33178,1,0,9,16,12,6,11,2,2,1,1,0,0,3,4,0,0,0,0,0,30,1,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1973,73926,0,0,54,15,627,91,159,91,597,1,6,0,5,12,3,0,0,0,0,0,2,3,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1976,60482,0,1,81,24,255,43,37,14,134,1,7,0,2,7,7,0,0,0,0,0,23,1,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1960,89058,0,0,18,43,454,194,31,22,106,1,5,0,4,4,2,0,0,0,0,0,7,12,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1992,75114,0,0,40,24,571,12,63,60,523,1,3,0,10,5,2,0,0,0,0,0,7,11,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1978,57867,1,0,48,17,344,35,15,23,178,7,7,0,2,9,6,0,0,0,0,0,1,10,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1969,56242,0,1,72,88,689,8,11,8,167,5,8,0,4,11,6,0,0,0,0,0,3,3,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1956,63943,0,1,50,21,423,184,13,97,368,1,6,0,4,6,5,0,0,0,0,0,2,9,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1981,88325,0,0,42,53,519,71,93,27,860,1,6,0,2,9,2,0,0,0,0,0,5,2,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1960,41275,1,2,33,9,24,4,0,2,22,4,3,0,1,3,5,0,0,0,0,0,24,3,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1952,77610,0,1,70,16,1245,33,21,33,332,2,4,0,7,4,7,0,0,0,0,0,29,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1972,38988,1,2,90,42,164,24,12,3,103,7,5,0,1,6,8,0,0,0,0,0,20,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1952,62335,0,1,87,26,243,131,85,6,217,2,3,0,3,13,2,0,0,0,0,0,23,5,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1975,22669,1,0,30,48,16,14,37,22,36,3,4,0,1,2,9,0,0,0,0,0,22,5,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,1
1987,51563,0,0,60,36,1166,0,0,0,48,1,4,0,4,10,8,0,1,1,0,0,1,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1950,34026,1,1,11,17,18,6,12,8,15,3,2,0,1,3,5,0,0,0,0,0,5,8,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1962,56181,0,1,6,48,121,103,8,44,69,1,4,0,2,7,4,0,0,0,0,0,8,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1972,22063,1,0,43,11,7,10,3,11,13,2,2,0,0,3,7,0,0,0,0,0,8,8,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1967,25930,1,1,87,4,6,1,2,0,2,1,1,0,0,2,7,0,0,0,0,0,10,10,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1958,32173,0,1,0,2,18,0,0,0,2,1,1,0,0,3,4,0,0,0,0,0,1,8,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1961,84865,0,0,1,16,1248,16,43,16,349,1,2,0,4,9,4,1,1,1,1,0,9,5,2013,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1958,26490,0,0,92,25,45,47,21,20,52,2,3,0,1,5,6,0,0,0,0,0,22,9,2012,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1955,65210,0,1,25,28,626,0,0,7,70,2,9,0,3,8,6,0,1,0,1,0,10,3,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1949,35416,0,0,62,51,248,3,4,3,81,3,7,0,1,5,8,0,0,0,0,0,13,6,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1986,41411,0,0,11,18,37,32,11,3,38,1,2,0,1,4,6,0,0,0,0,0,7,12,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1982,37040,0,0,41,48,86,2,69,38,73,1,4,0,2,5,8,0,0,0,0,0,8,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1956,90369,0,0,2,17,292,51,224,23,981,1,4,0,6,6,1,0,0,0,0,0,28,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1959,87771,0,1,61,33,1492,38,50,57,287,1,5,0,10,4,6,1,1,1,1,0,22,5,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1944,55614,0,0,85,26,504,13,8,0,131,1,9,0,4,6,7,0,1,0,0,0,27,11,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,0
1975,80427,0,1,56,26,1149,71,69,71,449,1,11,0,8,8,5,0,0,0,0,0,12,9,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1975,37368,1,0,4,10,3,2,2,2,11,1,1,1,0,2,6,0,0,0,0,0,16,12,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1957,26091,1,1,84,20,15,10,8,17,19,3,2,0,1,3,5,0,0,0,0,0,25,2,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1969,22390,0,0,49,5,0,1,15,1,4,1,1,0,0,2,7,0,0,0,0,0,21,10,2013,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1954,90933,0,0,90,79,1020,31,62,63,430,1,4,0,6,4,1,0,0,1,0,0,31,3,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1980,69508,1,0,48,43,824,32,42,32,162,2,11,0,4,11,6,0,0,0,0,0,14,11,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1974,37087,1,0,50,3,194,55,15,0,134,3,4,0,2,8,6,0,0,0,0,0,11,8,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1985,23148,0,0,83,10,4,6,6,3,8,1,2,0,0,3,7,0,0,0,0,0,18,2,2014,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1974,25509,1,0,15,11,40,3,10,7,30,3,3,0,0,3,9,0,0,0,0,0,18,9,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,1
1968,51287,1,1,10,30,117,0,13,0,22,3,4,0,1,3,7,0,0,0,0,0,1,4,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1975,61456,0,1,47,89,563,76,84,192,384,4,6,0,10,13,4,0,0,0,0,0,27,3,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1980,31859,1,0,3,11,3,4,15,8,7,1,1,0,0,3,7,0,0,0,0,0,27,2,2014,True,False,False,False,False,False,False,False,False,True,False,False,False,0
1967,36947,1,1,49,29,88,3,4,1,21,4,3,0,0,4,9,0,0,0,0,0,7,8,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1970,25959,1,1,1,26,4,2,7,5,12,2,1,0,2,2,6,0,0,0,0,0,14,2,2013,True,False,False,False,False,False,False,True,False,False,False,False,False,1
1971,78931,0,0,19,35,331,197,58,152,170,1,2,0,8,13,1,0,0,0,0,0,25,10,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1981,36959,1,0,56,0,25,6,6,0,25,2,2,0,0,3,8,0,0,0,0,0,2,10,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1951,78497,0,0,44,223,207,26,75,0,447,1,5,0,7,12,2,0,0,0,1,0,1,12,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1959,38285,2,1,96,1,2,0,2,0,5,1,0,0,0,3,2,0,0,0,0,0,24,6,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1978,42554,1,1,93,0,29,1,0,0,11,2,2,0,0,3,4,0,0,0,0,0,12,1,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1962,65316,1,1,65,38,112,6,3,9,92,2,3,0,2,5,4,0,0,0,0,0,24,4,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1961,60544,1,1,92,35,201,2,3,5,43,4,5,0,1,5,6,0,0,0,0,0,25,8,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1984,32414,0,0,11,12,20,6,0,9,5,1,1,1,0,3,7,0,0,0,0,0,4,7,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1966,29435,1,1,11,64,70,3,4,2,37,4,3,0,2,2,9,0,0,0,0,0,6,8,2012,False,False,False,True,False,False,False,True,False,False,False,False,False,1
1965,32727,0,0,38,70,167,13,86,13,180,2,7,0,3,5,8,0,0,0,0,0,28,8,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1961,28249,0,0,80,10,1,9,2,14,7,1,2,0,0,3,6,0,0,0,0,0,15,6,2014,False,True,False,False,False,False,False,False,True,False,False,False,False,0
1975,22212,1,0,49,21,5,9,6,8,20,2,2,0,0,4,6,0,0,0,0,0,9,12,2013,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1967,76982,0,0,19,30,464,151,65,60,292,1,8,0,3,4,4,0,0,1,0,0,15,2,2014,False,False,True,False,False,False,False,True,False,False,False,False,False,1
1969,51039,1,1,11,109,100,64,65,0,79,2,6,0,2,4,7,0,0,0,0,0,10,12,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1958,51876,0,0,88,6,99,27,28,48,102,1,2,0,2,8,1,0,0,0,0,0,15,10,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1975,22280,1,0,85,2,2,1,3,1,4,1,1,0,0,2,8,0,0,0,0,0,19,5,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1972,37787,1,0,50,18,40,1,4,3,40,1,3,0,0,3,8,0,0,0,0,0,20,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1980,30732,1,0,44,3,155,1,0,1,25,4,4,0,1,4,8,0,0,0,0,0,5,1,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1971,49269,1,0,92,58,639,8,11,8,166,3,7,0,3,12,7,0,0,0,0,0,15,8,2012,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1987,73454,0,0,95,175,982,73,56,14,351,1,2,1,4,6,5,0,0,0,0,0,1,3,2014,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1970,44802,0,0,71,20,853,10,13,10,143,2,9,0,4,12,8,0,0,0,0,0,21,8,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1958,81320,0,0,61,57,183,33,59,103,493,1,4,0,3,10,2,0,0,0,0,0,6,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1973,7500,1,0,54,20,5,3,12,7,10,4,3,0,1,3,7,0,0,0,0,0,26,12,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1975,46098,1,1,86,36,57,0,0,0,27,4,3,0,2,2,8,0,0,0,0,0,18,8,2012,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1961,66426,0,1,14,157,1043,24,32,24,97,2,3,0,5,10,6,0,0,0,0,0,2,10,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1952,62307,0,1,94,10,87,13,10,6,34,1,4,0,0,4,5,0,0,0,0,0,17,2,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1965,56962,2,1,60,26,292,3,10,3,77,7,6,0,3,5,7,0,0,0,0,0,11,10,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1959,33762,2,1,61,16,53,1,2,0,34,3,2,0,2,2,8,0,0,0,0,0,7,7,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1946,78569,0,0,14,95,558,79,207,175,622,1,4,0,6,4,1,0,0,1,0,0,19,2,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1972,24884,1,0,32,3,3,6,0,0,7,1,0,0,0,3,7,0,0,0,0,0,29,11,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,0
1987,18227,1,0,21,11,1,2,4,3,7,1,0,0,1,2,8,0,0,0,0,0,8,11,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1947,73059,0,1,36,71,410,112,0,82,420,1,9,0,3,13,4,0,0,0,0,0,31,8,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1970,24206,1,0,66,3,7,2,3,2,8,1,1,0,0,3,6,0,0,0,0,0,8,3,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1971,55239,0,1,59,106,371,17,23,24,238,3,7,0,5,11,5,0,0,0,0,0,14,7,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1982,160803,0,0,21,4,55,16,17,3,1622,15,0,0,28,1,0,0,0,0,0,0,4,8,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1973,92955,0,0,35,84,693,21,31,24,925,1,6,0,7,9,2,0,0,1,1,0,19,8,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1971,157733,1,0,37,8,39,1,2,0,9,0,1,0,0,1,1,0,0,0,0,0,4,6,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1977,25315,1,0,46,22,1,9,11,3,8,3,3,0,0,3,8,0,0,0,0,0,7,11,2013,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1956,28839,1,1,86,1,24,0,0,0,7,2,2,0,0,3,5,0,0,0,0,0,11,3,2014,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1971,46463,1,1,56,11,163,2,8,11,40,7,3,0,1,6,6,0,0,0,0,0,18,8,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1972,76234,0,1,21,41,519,50,130,0,167,1,8,0,3,11,3,0,1,0,0,0,6,2,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1964,41713,1,1,57,25,77,8,10,10,44,5,3,0,1,4,6,0,0,0,0,0,29,4,2014,True,False,False,False,False,False,False,True,False,False,False,False,False,0
1959,71706,0,1,16,14,931,56,91,98,253,4,9,0,5,7,5,0,0,0,0,0,13,11,2012,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1974,63159,0,0,74,37,965,34,89,86,586,1,3,1,5,8,3,0,0,0,0,0,5,11,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1945,65846,0,0,68,81,562,81,80,40,276,1,6,0,3,6,4,0,0,0,0,0,17,5,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1958,53977,0,1,21,82,620,16,0,24,165,5,5,0,5,12,5,0,0,0,0,0,8,6,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1964,18701,1,1,95,10,12,4,10,6,2,4,2,0,0,4,5,0,0,0,0,0,4,6,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1958,48192,0,0,76,29,1039,43,153,58,204,3,2,0,8,12,8,1,1,0,1,0,6,4,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1952,53700,0,1,94,83,263,5,69,41,233,4,5,0,5,8,5,0,0,0,0,0,17,8,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1974,61917,1,1,83,1,46,4,2,2,36,1,2,0,0,4,5,0,0,0,0,0,20,11,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1983,92491,0,0,71,22,979,44,29,25,935,1,7,0,5,12,3,0,1,1,1,0,1,5,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1972,29791,1,0,21,0,14,0,0,0,6,2,2,0,0,3,5,0,0,0,0,0,15,5,2014,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1981,87171,0,0,27,44,1001,44,58,44,107,1,6,1,7,11,2,0,0,1,0,0,1,5,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1971,35788,1,1,34,4,23,2,3,1,11,2,2,0,0,3,6,0,0,0,0,0,23,1,2014,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1957,58138,0,0,58,88,635,88,172,88,546,3,8,0,10,4,7,0,0,0,0,0,4,9,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1958,65488,0,0,46,54,603,45,36,18,207,1,3,0,4,6,1,0,0,0,0,0,13,6,2014,False,False,False,False,True,False,False,False,False,False,True,False,False,0
1975,58330,0,1,87,151,445,53,104,98,213,1,6,0,4,13,4,0,0,0,0,0,25,12,2013,False,False,True,False,False,False,False,False,False,False,False,True,False,0
1978,43783,1,0,22,139,327,9,25,4,125,6,7,1,1,8,7,0,0,0,0,0,29,5,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1980,41850,1,1,51,4,53,5,2,13,19,3,3,0,0,3,8,0,0,0,0,0,24,12,2012,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1983,39922,1,0,30,36,29,12,19,1,59,2,3,0,0,4,8,0,0,0,0,0,14,2,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1987,41020,0,0,68,36,112,1,7,7,54,1,3,0,2,4,3,0,0,0,0,0,28,10,2013,False,False,False,True,False,False,False,False,False,True,False,False,False,0
1964,41551,1,1,51,23,220,0,3,0,33,5,5,0,1,5,8,0,0,0,0,0,14,8,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1970,55282,1,0,9,19,125,6,8,4,73,1,3,0,1,6,4,0,0,0,0,0,13,12,2013,False,False,False,True,False,False,False,True,False,False,False,False,False,0
1973,9722,1,0,7,42,6,17,6,16,16,4,3,0,1,3,8,0,0,0,0,0,2,10,2012,False,True,False,False,False,False,False,False,False,False,True,False,False,1
1949,49160,0,1,29,15,122,21,25,10,43,2,3,0,1,6,6,0,0,0,0,0,20,10,2013,False,False,True,False,False,False,False,True,False,False,False,False,False,0
1972,80134,1,0,40,80,1218,16,104,0,272,2,5,0,3,6,6,0,1,1,1,0,20,5,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,1
1991,49767,0,0,92,149,202,47,55,42,197,1,5,0,4,8,4,0,0,0,0,0,2,5,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1974,30351,1,0,19,2,14,0,3,3,24,1,3,0,0,2,9,0,0,0,0,0,6,6,2013,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1955,57959,0,1,71,33,430,16,43,24,322,5,4,0,7,11,3,0,0,0,0,0,2,5,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1983,101970,0,0,69,168,722,27,44,72,102,0,6,0,8,13,2,0,1,1,1,0,12,3,2013,False,False,True,False,False,False,False,False,False,True,False,False,False,1
1988,45204,1,0,93,18,30,11,29,1,25,1,1,0,1,4,3,0,0,0,0,0,11,4,2014,True,False,False,False,False,False,False,False,False,False,True,False,False,0
1972,75251,0,0,34,18,721,111,97,18,925,1,7,0,6,5,5,0,0,0,0,0,27,8,2012,False,False,False,True,False,False,False,False,True,False,False,False,False,1
1964,45759,1,1,13,4,42,1,3,0,18,2,2,0,0,3,7,0,0,0,0,0,23,2,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1984,70643,0,0,66,33,1218,107,23,143,304,1,5,0,8,4,6,0,0,0,0,0,15,10,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,1
1954,72550,1,1,39,38,826,50,50,38,317,9,5,0,2,12,8,0,0,0,0,0,8,11,2012,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1969,66582,0,0,83,0,789,25,16,38,420,1,2,0,8,9,1,0,0,0,0,0,3,3,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1967,32474,1,1,0,0,10,0,0,0,1,1,1,0,0,2,7,0,0,0,0,0,11,5,2014,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1979,17688,1,0,82,2,2,2,3,1,1,1,1,0,0,2,8,0,0,0,0,1,13,1,2013,False,False,True,False,False,False,False,False,True,False,False,False,False,0
1971,69930,0,0,21,196,252,98,219,70,827,1,4,0,5,12,3,0,0,0,0,0,26,5,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1987,23442,1,0,71,5,2,0,8,6,6,1,1,0,0,3,7,0,0,0,0,0,24,12,2012,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1957,68148,0,0,86,85,389,66,37,57,408,1,4,0,4,6,2,0,0,0,0,0,31,8,2013,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1946,66835,0,0,21,141,620,26,34,17,195,1,6,0,4,13,2,0,0,0,0,0,28,9,2013,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1958,53977,0,1,21,82,620,16,0,24,165,5,5,0,5,12,5,0,0,0,0,0,8,6,2013,False,False,True,False,False,False,False,False,False,False,True,False,False,0
1974,65352,0,1,43,23,284,3,4,7,84,2,4,0,2,8,4,0,0,0,0,0,21,8,2013,False,False,False,False,True,False,False,False,True,False,False,False,False,0
1975,73170,0,0,1,32,184,174,50,30,256,1,5,0,4,6,2,0,0,0,0,0,31,5,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
1951,80872,0,0,60,108,483,72,94,12,567,1,4,0,4,10,1,0,0,0,0,0,12,5,2014,False,False,True,False,False,False,False,False,False,True,False,False,False,0
